question,source,question_id,subfield,cutoff_year,cutoff_date,control_subtype,txt_n_words,txt_n_entities,txt_n_numbers,txt_has_causal,txt_has_comparison,txt_has_mechanism,txt_has_measurable,txt_has_alternatives,txt_has_falsification,txt_is_yesno,txt_specificity,ev_top1_sim,ev_top5_mean_sim,ev_n_similar,ev_n_instruments,ev_tension_density,ev_age_mean,ev_age_std,ev_recency_share,ev_native_n_papers,ev_native_year_spread,ev_has_native_record,nov_nn_sim,nov_semantic_distance,nov_mean_top10_sim,nov_pair_doc_count,nov_new_pair,nov_review_overlap,fal_outcome_variable,fal_competing_rule,fal_quant_threshold,fal_named_dataset,tra_n_facilities_mentioned,tra_n_facilities_operational,tra_mentions_future_facility,tra_needs_new_instrument,tra_archival_data,tra_longitudinal,tra_needs_theory,tra_sample_scale,env_pub_volume_3y,env_pub_share_3y,env_growth_ratio,env_review_count_3y,env_years_to_next_facility,env_facility_within_3y,fal_observable,fal_competing_llm,fal_quant_test,fal_falsification_path,future_paper_count,future_paper_count_weak,first_follow_up_date,lead_time_months,review_recognition,addressed,answer_status,n_direct,n_adjacent,premise_status,confidence,judge_model,y_addressed
"What is the relationship between the dust content in the host galaxies of the BAT6 sample and the dust-to-metal ratios observed in gamma-ray burst (GRB) damped Lyman-alpha absorbers (DLAs), and how do these factors influence the X-ray afterglow properties of GRBs?",evidence_tension,compact_objects-2016-003,compact_objects,2016,2016-12-31,,41,1,0,0,0,0,0,0,0,0,1,0.48639372852088375,0.31987334328181943,36,2,0.3,3.1,2.2113344387495983,0.5,4,1,1,0.48639372852088375,0.5136062714791163,0.27400381436751353,0,1,0.07292994692112661,0,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,7,30,2017-11-07,11.0,False,False,not_addressed,0,6,intact,1.0,gpt-4o,0
"How do the properties of relativistic jets in ultra-luminous X-ray sources (ULXs) compare to those predicted by canonical jet formation theories, and what implications does this have for the understanding of super-critical accretion processes in black holes?",evidence_tension,compact_objects-2016-004,compact_objects,2016,2016-12-31,,37,0,0,0,1,1,0,0,0,0,0,0.24284769863937317,0.2250303773055699,60,5,0.1,3.4,2.2,0.3,4,4,1,0.24284769863937317,0.7571523013606268,0.2149813645144473,6,0,0.11422297240335727,0,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,11,50,2017-02-03,2.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What mechanisms can account for the observed low braking indices and abnormal frequency second derivatives in 222 pulsars and 15 magnetars, given that the standard magnetic dipole braking model fails to explain their long-term spin-down evolution?",evidence_tension,compact_objects-2016-005,compact_objects,2016,2016-12-31,,36,0,2,1,0,1,1,0,0,0,3,0.5424580894018878,0.34103007043878586,52,1,0.3,1.6,1.624807680927192,0.7,4,4,1,0.5424580894018878,0.4575419105981122,0.3023302214866048,1,0,0.08842338312404877,1,0,1,0,0,0,0,0,0,1,1,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,1,0,1,15,49,2017-05-27,5.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What is the relationship between the surface temperature distribution of the anomalous X-ray pulsar 1E 1048.1-5937 during active and quiescent epochs, and the hard X-ray emission mechanisms that require additional non-thermal processes or relativistic electrons?",evidence_tension,compact_objects-2016-006,compact_objects,2016,2016-12-31,,35,0,2,1,0,1,1,0,0,0,3,0.3689427917943446,0.32411559829684344,17,4,0.7,3.5,2.5,0.6,4,6,1,0.3689427917943446,0.6310572082056554,0.2775632297594232,13,0,0.09286828627251811,1,0,1,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,1,15,2020-01-17,37.0,False,False,not_addressed,0,5,intact,0.9,gpt-4o,0
"What is the relationship between the observed hard X-ray emissions above 10 keV from anomalous X-ray pulsar 1E 1547.0-5408 and the varying states of outburst and quiescence, and how do these observations inform the competing models of magnetars versus fallback disk systems?",evidence_tension,compact_objects-2016-007,compact_objects,2016,2016-12-31,,42,0,3,0,1,0,0,0,0,0,2,0.3655057349194851,0.32013612504200817,25,4,1.0,6.0,1.0954451150103321,0.0,4,5,1,0.3655057349194851,0.6344942650805149,0.2894860666347002,0,1,0.09011664913254344,0,0,1,0,0,0,0,0,0,0,1,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,2,0,1,4,19,2017-02-07,2.0,False,True,partially_addressed,3,5,intact,1.0,gpt-4o,1
"What are the specific surface emission properties of the Anomalous X-ray Pulsar XTE J1810-197 during its quiescent state following the 2003 outburst, and how do these properties compare to the outburst light curves predicted by the fallback disk model?",evidence_tension,compact_objects-2016-008,compact_objects,2016,2016-12-31,,39,0,2,0,1,0,0,0,0,0,2,0.4180338697014593,0.3831416828459086,17,4,0.7,3.2,2.5612496949731396,0.4,4,3,1,0.4180338697014593,0.5819661302985407,0.3221671097777347,14,0,0.11227328754590997,0,0,1,0,0,0,0,0,0,0,1,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,1,0,0,14,38,2018-09-13,21.0,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
"What are the specific optical and infrared emission properties of Soft Gamma-ray Repeaters (SGRs) and Anomalous X-ray Pulsars (AXPs), and how do these properties correlate with their persistent X-ray emissions as predicted by the twisted magnetosphere model?",evidence_tension,compact_objects-2016-009,compact_objects,2016,2016-12-31,,37,0,0,0,0,0,0,0,0,0,0,0.4144151462754843,0.3790829127208635,75,2,1.1,4.4,1.8000000000000003,0.1,4,5,1,0.4144151462754843,0.5855848537245156,0.35978523002421137,7,0,0.07499613971273442,0,0,0,0,0,0,0,0,0,0,1,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,11,31,2017-01-16,1.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What are the precise mechanisms behind the formation and evolution of intermediate mass black holes, and how do they relate to the growth of supermassive black holes in the early universe?",direct_llm,compact_objects-2016-010,compact_objects,2016,2016-12-31,,31,0,0,1,0,1,1,0,0,0,1,0.2798974209706612,0.24283284238540698,61,5,0.0,4.5,1.4317821063276353,0.0,0,0,0,0.2798974209706612,0.7201025790293387,0.22927327203735742,6,0,0.11454577403977093,1,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,19,50,2017-05-26,5.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"How do the properties of neutron star crusts and cores affect their stability, mass, and radius, particularly in the context of exotic states of matter?",direct_llm,compact_objects-2016-011,compact_objects,2016,2016-12-31,,25,0,0,0,0,0,1,0,0,0,1,0.21263753295512877,0.2032151119894423,17,0,0.0,3.6,1.9078784028338913,0.2,0,0,0,0.21263753295512877,0.7873624670448712,0.18640041951423197,2,0,0.10283776526291585,1,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,4,38,2017-01-01,1.0,False,True,partially_addressed,5,3,intact,1.0,gpt-4o,1
"What is the nature of the emission processes in magnetars, and how do they contribute to phenomena such as giant flares and the observed X-ray variability?",direct_llm,compact_objects-2016-012,compact_objects,2016,2016-12-31,,26,0,0,0,0,1,0,0,0,0,0,0.23154184290612373,0.2033961845310651,19,2,0.0,3.2,1.6613247725836149,0.4,0,0,0,0.23154184290612373,0.7684581570938762,0.1883334291418291,4,0,0.08610303123483684,0,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,4,50,2017-11-17,11.0,False,True,partially_addressed,4,4,intact,0.9,gpt-4o,1
"How can we better understand the role of accretion processes in the formation and evolution of millisecond pulsars, particularly in relation to their birth rates and environments?",direct_llm,compact_objects-2016-013,compact_objects,2016,2016-12-31,,27,0,0,0,0,1,0,0,0,0,0,0.17791098185172186,0.17119746147027412,7,3,0.1,3.4,1.9595917942265426,0.3,0,0,0,0.17791098185172186,0.8220890181482782,0.1605711551346712,7,0,0.10763461769376789,0,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,0,20,,,False,True,partially_addressed,2,5,intact,1.0,gpt-4o,1
"What are the implications of gravitational wave detections for our understanding of neutron star mergers, and how do these events inform us about the equation of state of dense matter?",direct_llm,compact_objects-2016-014,compact_objects,2016,2016-12-31,,30,0,0,0,0,0,1,0,0,0,1,0.2953923714433692,0.22411950893921812,67,1,0.0,2.6,2.0591260281974,0.5,0,0,0,0.2953923714433692,0.7046076285566307,0.20740622918043572,0,1,0.14423152270540285,1,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,17,50,2017-12-18,12.0,False,True,partially_addressed,6,1,intact,0.9,gpt-4o,1
What is the emission mechanism responsible for the observed pulsar radiation?,future_work,compact_objects-2016-015,compact_objects,2016,2016-12-31,,11,0,0,1,0,1,0,0,0,0,0,0.23832479083042585,0.23468532813963808,34,0,0.0,4.2,2.4819347291981715,0.3,0,0,0,0.23832479083042585,0.7616752091695742,0.21669251549663332,57,0,0.08477239451962448,0,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,7,50,2017-07-05,7.0,False,True,partially_addressed,5,3,intact,0.9,gpt-4o,1
What are the extreme states of matter and plasma physics associated with pulsars that are not yet understood?,future_work,compact_objects-2016-016,compact_objects,2016,2016-12-31,,18,0,0,0,0,0,0,0,0,0,0,0.3205422121454825,0.2155211397867618,4,1,0.0,4.6,2.537715508089904,0.3,0,0,0,0.3205422121454825,0.6794577878545175,0.17912062787172747,7,0,0.1021074402352821,0,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,0,0,0,0,1,23,2020-06-03,42.0,False,True,partially_addressed,2,5,intact,0.9,gpt-4o,1
What is the source of viscosity in astrophysical accretion flows?,future_work,compact_objects-2016-017,compact_objects,2016,2016-12-31,,10,0,0,0,0,0,0,0,0,0,0,0.30770050947109673,0.2589061174205066,31,1,0.3,3.4,2.4576411454889016,0.5,0,0,0,0.30770050947109673,0.6922994905289033,0.23122064026637085,23,0,0.13359502255926825,0,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,12,50,2017-11-01,11.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What are the open questions in the area of compact objects and accretion?,future_work,compact_objects-2016-018,compact_objects,2016,2016-12-31,,13,0,0,0,0,0,0,0,0,0,0,0.23967288744786375,0.2076129932258063,12,3,0.1,4.4,1.624807680927192,0.1,0,0,0,0.23967288744786375,0.7603271125521363,0.18655666795335155,38,0,0.11417516680912856,0,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,0,0,0,0,6,33,2018-05-23,17.0,False,False,not_addressed,0,8,not_applicable,1.0,gpt-4o,0
What are the important open questions related to compact objects and accretion?,future_work,compact_objects-2016-019,compact_objects,2016,2016-12-31,,12,0,0,0,0,0,0,0,0,0,0,0.25620317570314527,0.21233831228295258,15,3,0.1,4.9,1.5132745950421556,0.0,0,0,0,0.25620317570314527,0.7437968242968547,0.18934911019275252,38,0,0.13843855270511962,0,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,0,0,0,0,7,37,2018-05-23,17.0,False,False,not_addressed,0,8,not_applicable,1.0,gpt-4o,0
"How does the equivalent width of the Ca II H and K interstellar absorption lines, which suggest a distance of ~2.5 kpc, relate to the high brightness temperature observed in pulsar giant pulses?",control,compact_objects-2016-020,compact_objects,2016,2016-12-31,random_pair,33,0,1,0,0,0,1,0,0,0,2,0.20131633767813262,0.16846092243249572,6,2,0.1,3.0,2.8284271247461903,0.5,0,0,0,0.20131633767813262,0.7986836623218674,0.15881414781160322,0,1,0.14847582873891507,1,0,1,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,1,1,3,29,2019-03-11,27.0,False,False,not_addressed,0,4,intact,1.0,gpt-4o,0
"In what ways might a new approximation for r(BLR), when applied to the black hole mass equation, influence the estimated GeV neutrino flavor ratios along the jet and on Earth?",control,compact_objects-2016-021,compact_objects,2016,2016-12-31,random_pair,30,0,0,0,0,0,1,0,0,0,1,0.2330698152020595,0.2118226017404754,11,3,0.0,2.7,2.3259406699226015,0.6,0,0,0,0.2330698152020595,0.7669301847979405,0.18869301248710316,1,0,0.08057367645592448,1,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,1,29,2020-12-07,48.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What is the nature of the interactions between compact objects and their surrounding accretion environments?,control,compact_objects-2016-022,compact_objects,2016,2016-12-31,vague,15,0,0,0,0,0,0,0,0,0,0,0.18637260317881923,0.1707244499390605,6,2,0.0,1.9,1.6401219466856725,0.8,0,0,0,0.18637260317881923,0.8136273968211808,0.15854562705976388,11,0,0.08072636692084276,0,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,5,26,2018-05-14,17.0,False,True,partially_addressed,3,5,intact,0.9,gpt-4o,1
What theoretical insights can be gained from a relativistic X-ray spectral model for occultation events regarding the nature of X-ray eclipses in simulated XMM-Newton data?,control,compact_objects-2016-023,compact_objects,2016,2016-12-31,untestable,25,0,0,0,0,0,0,0,0,0,0,0.29257113650120503,0.20004412967103818,5,4,0.0,2.3,2.3685438564654024,0.6,0,0,0,0.29257113650120503,0.707428863498795,0.16852847620757236,0,1,0.08127705596975442,0,0,0,1,1,1,0,0,0,0,1,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,0,0,0,0,11,,,False,False,not_addressed,0,8,intact,0.9,gpt-4o,0
Could the timing irregularities observed in pulsars suggest a fundamental re-evaluation of the mechanisms governing accretion processes in compact objects?,control,compact_objects-2016-024,compact_objects,2016,2016-12-31,consensus_challenge,20,0,0,1,0,1,0,0,0,1,0,0.23336501541342733,0.1787319397503524,5,2,0.1,4.4,2.727636339397171,0.3,0,0,0,0.23336501541342733,0.7666349845865726,0.1574538323512921,0,1,0.09432859613367699,0,0,0,0,0,0,0,0,0,0,0,0,4387,0.09819809736989368,1.0199907019990702,21,1.0,1,1,1,1,1,1,8,2018-01-04,13.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"How do the outflow rates and flow dynamics of highly irradiated exoplanetary atmospheres, specifically those with strong magnetic fields, compare to those predicted by three-dimensional circulation models that suggest dayside-to-nightside flows?",evidence_tension,exoplanet_atmospheres-2018-000,exoplanet_atmospheres,2018,2018-12-31,,31,0,0,0,1,0,0,0,0,0,0,0.351004137515406,0.22642724224879132,14,2,0.3,4.0,1.9493588689617927,0.3,2,2,1,0.351004137515406,0.648995862484594,0.1951632566885011,4,0,0.07862390053042313,0,0,0,0,0,0,0,0,0,0,1,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,3,1,1,1,14,2023-02-21,50.0,False,True,partially_addressed,3,5,intact,0.9,gpt-4o,1
"What is the relationship between the tidal interactions of hot Jupiters and the anomalously large radii observed in these planets, particularly for those located within 0.02-0.2 AU from their host stars?",evidence_tension,exoplanet_atmospheres-2018-001,exoplanet_atmospheres,2018,2018-12-31,,31,0,2,0,0,0,1,0,0,0,3,0.18513412631438037,0.16488759222429747,7,1,0.4,3.0,2.1908902300206643,0.5,4,4,1,0.18513412631438037,0.8148658736856196,0.15740527199315613,1,0,0.11921937458711392,1,0,1,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,1,1,1,1,16,2019-08-19,8.0,False,True,partially_addressed,1,6,intact,0.9,gpt-4o,1
"What are the underlying causes of the anomalously low planet radius measured in the $g$-band, and how do the spectral properties of the F-ring clumps relate to the velocity dispersion of particles in the surrounding environment?",evidence_tension,exoplanet_atmospheres-2018-002,exoplanet_atmospheres,2018,2018-12-31,,36,0,0,1,0,0,1,0,0,0,1,0.28135416633526095,0.13748717122190215,1,2,0.5,4.0,2.4083189157584592,0.4,2,7,1,0.28135416633526095,0.718645833664739,0.10799712069496256,1,0,0.023925277805111347,1,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,0,0,1,2,2022-11-14,47.0,False,False,not_addressed,0,5,intact,1.0,gpt-4o,0
"What is the cause of the significant discrepancies in transit depths observed in different bands (Ks-band vs J-band) for exoplanets, specifically regarding the atmospheric composition and mean molecular weight of GJ1214b?",evidence_tension,exoplanet_atmospheres-2018-003,exoplanet_atmospheres,2018,2018-12-31,,31,1,0,1,1,0,0,0,0,0,1,0.22986066456514165,0.19717071525076152,11,4,0.4,4.4,2.4166091947189146,0.2,4,3,1,0.22986066456514165,0.7701393354348584,0.18084492202079921,0,1,0.04272024282930614,0,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,1,1,1,0,2,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"How do the atmospheric properties of exoplanets, specifically regarding the presence of clouds, influence the interpretation of their bulk compositions and the formation scenarios (gravitational instability vs. core accretion)?",evidence_tension,exoplanet_atmospheres-2018-004,exoplanet_atmospheres,2018,2018-12-31,,29,0,0,0,1,0,0,0,0,0,0,0.15246112092628702,0.14498495445013343,3,3,0.3,3.5,2.0615528128088303,0.5,2,5,1,0.15246112092628702,0.847538879073713,0.13429873477443682,0,1,0.06882992123338888,0,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,2,1,1,0,2,,,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
"What are the underlying factors contributing to the discrepancies in age estimates for the host stars of HATS-16 and WASP-12, given their observed chromospheric activity levels and rotational periods?",evidence_tension,exoplanet_atmospheres-2018-005,exoplanet_atmospheres,2018,2018-12-31,,29,2,2,0,0,0,0,0,0,0,4,0.22407781090207882,0.19505063235878045,7,2,0.5,2.3,2.1,0.7,4,6,1,0.22407781090207882,0.7759221890979212,0.1706671014262792,0,1,0.06048877615011753,0,0,1,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,0,0,0,4,,,False,False,not_addressed,0,3,intact,1.0,gpt-4o,0
"How does the magnetic activity level of hot Jupiter hosts, such as WASP-43, WASP-51, WASP-72, and WASP-103, correlate with the magnetic activity of their companion stars, and what implications does this have for the survival of short-period hot Jupiters?",evidence_tension,exoplanet_atmospheres-2018-006,exoplanet_atmospheres,2018,2018-12-31,,39,4,4,0,0,0,1,0,0,0,7,0.3574375599289493,0.2120087692604246,7,4,0.2,3.4,1.9078784028338913,0.4,4,5,1,0.3574375599289493,0.6425624400710507,0.18028654210776784,1,0,0.15671756528657754,1,0,1,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,1,1,1,12,2023-03-24,51.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What is the relationship between the atmospheric properties of hot Jupiters and the characteristics of free-floating planets, and how do these properties influence the detection of scattering features at reddest wavelengths?",evidence_tension,exoplanet_atmospheres-2018-007,exoplanet_atmospheres,2018,2018-12-31,,31,0,0,0,0,0,0,0,0,0,0,0.17298915819313618,0.13378306437754428,1,5,0.5,4.1,2.8442925306655784,0.4,3,5,1,0.17298915819313618,0.8270108418068638,0.11860658325342725,0,1,0.06348430835708116,0,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,0,0,0,2,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What are the underlying causes of the discrepancies between observed atmospheric opacities at 3.6 and 4.5 microns for exoplanets, specifically in the case of WASP-43b and HD 149026b, when compared to theoretical model predictions?",evidence_tension,exoplanet_atmospheres-2018-008,exoplanet_atmospheres,2018,2018-12-31,,34,2,2,1,1,0,0,0,0,0,4,0.22227274592581892,0.15750198570537027,2,3,0.5,2.9,1.6401219466856725,0.5,3,6,1,0.22227274592581892,0.7777272540741811,0.13646118468032833,0,1,0.06479103107198603,0,0,1,0,0,0,0,0,0,0,1,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,2,1,1,0,3,,,False,False,not_addressed,0,7,intact,0.9,gpt-4o,0
"What is the cause of the low methane abundance observed in the atmosphere of HD 209458b, given the conflicting predictions from one-dimensional models and the high CH4 content inferred from dayside observations?",evidence_tension,exoplanet_atmospheres-2018-009,exoplanet_atmospheres,2018,2018-12-31,,32,2,0,1,0,0,1,0,0,0,3,0.270371297901074,0.16784981207357616,2,3,0.5,4.1,2.2113344387495983,0.2,4,6,1,0.270371297901074,0.729628702098926,0.1469343018367165,0,1,0.04820253636583354,1,0,0,0,0,0,0,0,0,0,1,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,2,1,1,1,16,2023-10-05,58.0,False,True,answered,1,5,intact,1.0,gpt-4o,1
"What are the detailed chemical compositions and physical properties of the atmospheres of potentially habitable exoplanets, particularly those orbiting M dwarfs?",direct_llm,exoplanet_atmospheres-2018-010,exoplanet_atmospheres,2018,2018-12-31,,21,0,0,0,0,0,0,0,0,0,0,0.16071357157889496,0.1415276514966039,2,10,0.0,1.8,1.7776388834631178,0.7,0,0,0,0.16071357157889496,0.839286428421105,0.13169368520376287,3,0,0.10788655201606574,0,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,0,0,1,14,2019-04-05,4.0,False,True,partially_addressed,1,6,intact,0.9,gpt-4o,1
"How do atmospheric dynamics and cloud formation processes vary among different types of exoplanets, especially between hot Jupiters and terrestrial planets?",direct_llm,exoplanet_atmospheres-2018-011,exoplanet_atmospheres,2018,2018-12-31,,21,0,0,0,1,1,0,0,0,0,0,0.16436872331252536,0.1542816588849889,4,6,0.1,2.3,2.0024984394500787,0.8,0,0,0,0.16436872331252536,0.8356312766874746,0.1423026306492683,4,0,0.0700374271091629,0,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,0,0,0,14,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What is the role of stellar activity and magnetic fields in shaping the atmospheres of exoplanets, particularly in terms of atmospheric escape and retention?",direct_llm,exoplanet_atmospheres-2018-012,exoplanet_atmospheres,2018,2018-12-31,,24,0,0,0,0,0,0,0,0,0,0,0.18826406394848422,0.16411996394337927,3,2,0.0,2.5,1.6278820596099706,0.5,0,0,0,0.18826406394848422,0.8117359360515157,0.14747275810286753,0,1,0.18710955834716153,0,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,0,0,1,13,2019-07-17,7.0,False,True,partially_addressed,2,6,intact,0.9,gpt-4o,1
"How do the thermal structures and compositions of exoplanetary atmospheres evolve over time, particularly in response to varying stellar irradiation and orbital dynamics?",direct_llm,exoplanet_atmospheres-2018-013,exoplanet_atmospheres,2018,2018-12-31,,23,0,0,0,0,0,0,0,0,0,0,0.1560783134473883,0.14223483552682945,1,4,0.1,2.1,1.9723082923316022,0.6,0,0,0,0.1560783134473883,0.8439216865526117,0.12631573265481097,1,0,0.05919189398695522,0,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,0,0,0,6,,,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
"What are the mechanisms behind the observed diversity in atmospheric phenomena, such as hazes and temperature inversions, across different exoplanet types?",direct_llm,exoplanet_atmospheres-2018-014,exoplanet_atmospheres,2018,2018-12-31,,21,0,0,1,1,1,1,0,0,0,1,0.13801174718197373,0.12309370642469983,0,3,0.0,2.2,2.039607805437114,0.6,0,0,0,0.13801174718197373,0.8619882528180263,0.11512221592838254,0,1,0.10120039722764673,1,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,0,0,1,8,2023-05-16,53.0,False,True,partially_addressed,3,5,intact,1.0,gpt-4o,1
What is the thermal structure of the atmosphere of the planet that lies very close to the boundary between atmospheres with and without a thermal inversion?,future_work,exoplanet_atmospheres-2018-015,exoplanet_atmospheres,2018,2018-12-31,,26,0,0,0,0,0,0,0,0,0,0,0.27498296724341414,0.18164842428508576,4,4,0.1,3.5,1.3601470508735443,0.2,0,0,0,0.27498296724341414,0.7250170327565859,0.15958878231725726,2,0,0.057549862043741656,0,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,0,0,0,17,,,False,False,not_addressed,0,7,intact,0.9,gpt-4o,0
Is the atmosphere of HD 189733b cloudy or clear?,future_work,exoplanet_atmospheres-2018-016,exoplanet_atmospheres,2018,2018-12-31,,9,1,0,0,0,0,0,0,0,1,1,0.3536478336020814,0.23428773878405745,16,5,0.0,2.5,1.746424919657298,0.4,0,0,0,0.3536478336020814,0.6463521663979186,0.20682539093499694,12,0,0.11054841877912915,0,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,0,0,4,19,2019-04-04,4.0,False,True,partially_addressed,2,6,intact,0.9,gpt-4o,1
What parameters constraining the spectral appearance of exoplanets are poorly understood?,future_work,exoplanet_atmospheres-2018-017,exoplanet_atmospheres,2018,2018-12-31,,11,0,0,0,0,0,0,0,0,0,0,0.2515846579446735,0.15317918643033288,2,5,0.2,2.3,1.8466185312619388,0.6,0,0,0,0.2515846579446735,0.7484153420553266,0.12172722757421414,2,0,0.06924820444937643,0,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,0,0,0,0,0,0,,,False,False,not_addressed,0,0,not_applicable,0.9,auto_threshold,0
What will be the impact of existing and near future surveys on the discovery of exoplanets?,future_work,exoplanet_atmospheres-2018-018,exoplanet_atmospheres,2018,2018-12-31,,16,0,0,0,0,0,0,0,0,0,0,0.1545744809971743,0.11998162448671461,1,8,0.0,2.1,1.9723082923316022,0.6,0,0,0,0.1545744809971743,0.8454255190028257,0.1116194143339346,4,0,0.11332427132732104,0,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,1,0,0,3,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What processes are responsible for the displacement of gas giants orbiting interior to the ice line from their formation locations?,future_work,exoplanet_atmospheres-2018-019,exoplanet_atmospheres,2018,2018-12-31,,20,0,0,1,0,1,0,0,0,0,0,0.20392245390755365,0.1641030680578586,3,2,0.1,2.7,1.4177446878757827,0.4,0,0,0,0.20392245390755365,0.7960775460924463,0.14161934648130234,0,1,0.038252360145261836,0,0,0,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,0,0,0,8,,,False,True,partially_addressed,5,3,intact,0.9,gpt-4o,1
How does the insignificance of stellar pulsation and granulation noise compared to photon noise in the range 1.95-7.8 m relate to the lack of correlation between expected signal-to-noise and atmospheric detectability for various targets?,control,exoplanet_atmospheres-2018-020,exoplanet_atmospheres,2018,2018-12-31,random_pair,34,0,2,0,1,0,0,0,0,0,2,0.41903968011305054,0.18370376152165696,1,6,0.0,3.4,2.4576411454889016,0.4,0,0,0,0.41903968011305054,0.5809603198869495,0.14309022299308652,2,0,0.03778727916127321,0,0,1,0,0,0,0,0,0,0,0,0,700,0.015130555075220474,1.3480769230769232,3,0.0,1,1,0,0,1,0,1,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
